"CU_ID","Species","Stock","DataType","Year","SpnForAbd_Wild","SpnForTrend_Wild","RelLBM","AbsLBM","LongTrend","PercChange","ProbDeclBelowLBM","Percentile","RelUBM","AbsUBM","NumStdMetrics","Value","IntStatusRaw","IntStatusRaw_Short","IntStatus_Short","RapidStatus","BinLabel","BinPath","RapidScore","RelLBMCat","AbsLBMCat","LongTrendCat","PercChangeCat","ProbDeclBelowLBMCat","PercentileCat","RelUBMCat","AbsUBMCat","RelAbdCat","AbsAbdCat","RelAbd_LBM","RelAbd_UBM","SpnForAbd_Total","SpnForTrend_Total","ConfidenceRating5","ConfidenceRating3","ConfidenceRating2","IntStatus5","IntStatus3","IntStatus2"
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2014,15977,8889,1.83710979041931,8.65278711287497,153,-59.8794,99.6,0.6613,0.510609413010443,0.865278711287497,6,8652.78711287497,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,15977,8889,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2015,14578,8433,2.16342725514008,10.1897423717098,168,-37.9344,82,0.746,0.601306642966468,1.01897423717098,6,10189.7423717098,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Green","Red",NA,"Green","Amber","Green","Amber","Green",4710,16946,14578,8433,"High","High","Moderate",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2016,6436,3514,2.60876610724927,12.287288365144,202,-16.948,35.3667,0.8281,0.725084879331054,1.2287288365144,6,12287.288365144,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Green","Amber",NA,"Green","Amber","Green","Amber","Green",4710,16946,6436,3514,"High","High","Moderate",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2017,3779,2099,1.8419405969447,8.67554021160955,219,-1.5152,14.8333,0.8615,0.51195209557474,0.867554021160955,6,8675.54021160955,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,3779,2099,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2018,3267,1668,1.23862287061206,5.83391372058278,197,-12.7884,28,0.8333,0.344264942793744,0.583391372058278,6,5833.91372058278,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,3267,1668,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2019,569,338,0.550544812582329,2.59306606726277,141,-37.9728,68.9667,0.6269,0.153019359569383,0.259306606726277,6,2593.06606726277,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Red","Amber","Green","Red",NA,"Green","Red","Amber","Red","Amber",4710,16946,569,338,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2020,4750,2587,0.510284137789518,2.40343828898863,94,-53.2508,85.6,0.4706,0.141829239288837,0.240343828898863,6,2403.43828898863,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Red","Amber","Green","Red",NA,"Amber","Red","Amber","Red","Amber",4710,16946,4750,2587,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2021,3140,1520,0.487192122522298,2.29467489708002,68,-65.9201,94.7333,0.3623,0.135411005374721,0.229467489708002,6,2294.67489708002,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Red","Amber","Amber","Red",NA,"Amber","Red","Amber","Red","Amber",4710,16946,3140,1520,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2022,3498,1693,0.495584740029812,2.33420412554041,54,-74.1783,98.1,0.2571,0.137743663728338,0.233420412554041,6,2334.20412554041,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Red","Amber","Amber","Red",NA,"Amber","Red","Amber","Red","Amber",4710,16946,3498,1693,"High","High","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",1995,1222,605,NA,NA,690,840.2151,0,0.9535,NA,NA,2,1263.89206310378,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,1222,605,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",1996,3177,1493,NA,NA,694,796.5661,0,0.9545,NA,NA,2,1272.07890961463,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,3177,1493,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",1997,1444,924,NA,NA,635,628.3039,0,0.9333,NA,NA,2,1357.631979949,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,1444,924,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",1998,5284,2745,NA,NA,734,589.1502,0,0.9565,NA,NA,2,2332.9455665018,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,5284,2820,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",1999,647,468,NA,NA,685,546.43,0,0.9362,NA,NA,2,1990.04489639459,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,647,468,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2000,7684,3541,NA,NA,887,551.5698,0,0.9375,NA,NA,2,2481.73502367975,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,7684,3541,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2001,10057,5665,NA,NA,1237,588.7103,0,0.9796,NA,NA,2,4031.63051786923,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,10057,5665,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2002,27225,13319,NA,NA,1183,539.6473,0,0.96,NA,NA,2,6074.10078704043,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,27225,13319,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2003,9997,5684,NA,NA,1870,671.1937,0,0.9608,NA,NA,2,12042.6855555323,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,9997,5684,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2004,17937,9146,NA,NA,2869,915.671,0,0.9615,NA,NA,2,14885.5182562055,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,17937,9146,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2005,4176,2762,NA,NA,3404,1457.4613,0,0.9434,NA,NA,2,11949.1488092344,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,4176,2762,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2006,19118,9869,NA,NA,3369,1584.3413,0,0.9815,NA,NA,2,10938.4456151999,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,19118,9869,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2007,4126,2374,NA,NA,2947,1239.7312,0,0.9636,NA,NA,2,8767.39341263595,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,4126,2374,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2008,1459,788,NA,NA,2307,605.4,0.0667,0.9107,NA,NA,2,4682.16663316424,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,1459,788,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2009,5489,3177,NA,NA,1682,247.9537,0.8667,0.9123,NA,NA,2,5013.37338248745,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,5489,3177,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2010,9554,5420,NA,NA,1300,89.1868,6.6,0.8966,NA,NA,2,4215.17632020414,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,9554,5420,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2011,5455,2622,NA,NA,955,-3.5583,33.2667,0.8644,NA,NA,2,4519.93436779915,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,"Green",NA,NA,NA,NA,NA,NA,5455,2622,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2012,1621,906,NA,NA,953,-46.4714,77.5667,0.85,NA,NA,2,4640.49233199873,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,1621,906,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2013,5507,3398,NA,NA,882,-64.844,98.8667,0.8361,NA,NA,2,4644.29203776912,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,5507,3398,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2014,4710,2831,NA,NA,809,-74.3901,100,0.8226,NA,NA,2,3891.60218306242,NA,NA,NA,"Red","Node33","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,4710,2831,"Moderate","Moderate","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2015,6315,3725,NA,NA,853,-71.8907,99.9667,0.8254,NA,NA,2,4036.66852482257,NA,NA,NA,"Red","Node33","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,6315,3725,"Moderate","Moderate","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2016,2745,1356,NA,NA,839,-61.5351,99.1,0.8125,NA,NA,2,4604.82279177759,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,2745,1356,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2017,5068,2924,NA,NA,785,-47.686,94.1333,0.8,NA,NA,2,4510.17407491925,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,5068,2924,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2018,892,476,NA,NA,718,-39.8766,88.2333,0.7727,NA,NA,2,2975.28992105591,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,892,476,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2019,47,23,NA,NA,487,-59.5835,93.3667,0.7313,NA,NA,2,873.897338790824,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,47,23,"Low","Low","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2020,142,68,NA,NA,262,-82.5169,98.9667,0.6765,NA,NA,2,416.770446965963,NA,NA,NA,"Red","Node33","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,142,68,"Moderate","Moderate","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2021,1725,930,NA,NA,133,-91.7,99.6333,0.5942,NA,NA,2,318.335475254833,NA,NA,NA,"Red","Node33","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange < -70",5,NA,NA,"Green","Red",NA,"Green",NA,NA,NA,NA,NA,NA,1725,930,"Moderate","Moderate","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2022,1133,625,NA,NA,71,-95.3088,100,0.5714,NA,NA,2,337.949106767169,NA,NA,NA,"Red","Node17","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,"Green",NA,NA,NA,NA,NA,NA,1133,625,"Moderate","Moderate","High",NA,NA,NA
"Case4","Sockeye","CU4_Sockeye","Rel_Idx",2023,979,463,NA,NA,74,-95.6094,99.9667,0.5211,NA,NA,2,721.975585090047,NA,NA,NA,"Red","Node17","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,"Green",NA,NA,NA,NA,NA,NA,979,463,"Moderate","Moderate","High",NA,NA,NA
