"CU_ID","Species","Stock","DataType","Year","SpnForAbd_Wild","SpnForTrend_Wild","RelLBM","AbsLBM","LongTrend","PercChange","ProbDeclBelowLBM","Percentile","RelUBM","AbsUBM","NumStdMetrics","Value","IntStatusRaw","IntStatusRaw_Short","IntStatus_Short","RapidStatus","BinLabel","BinPath","RapidScore","RelLBMCat","AbsLBMCat","LongTrendCat","PercChangeCat","ProbDeclBelowLBMCat","PercentileCat","RelUBMCat","AbsUBMCat","RelAbdCat","AbsAbdCat","RelAbd_LBM","RelAbd_UBM","SpnForAbd_Total","SpnForTrend_Total","ConfidenceRating5","ConfidenceRating3","ConfidenceRating2","IntStatus5","IntStatus3","IntStatus2"
"Case3","Chinook","CU3_Chinook","Rel_Idx",2008,81487,81487,NA,NA,557,203.6903,0.3333,NA,NA,NA,2,83465.7274621946,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,82425,82425,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2009,65329,65329,NA,NA,508,191.1389,0.5667,NA,NA,NA,2,79415.2228742014,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,65224,65224,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2010,86752,86752,NA,NA,443,317.243,0,NA,NA,NA,2,72633.7308310153,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,88432,88432,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2011,116639,116639,NA,NA,495,255.7607,0.0667,NA,NA,NA,2,85670.1260292584,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,113096,113096,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2012,49029,49029,NA,NA,424,72.3854,1.3,NA,NA,NA,2,75451.9698159779,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,47044,47044,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2013,97042,97042,NA,NA,449,64.4555,1.7,NA,NA,NA,2,83297.8926557883,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,96148,96148,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2014,41229,41229,NA,NA,365,11.0146,16.4667,NA,NA,NA,2,69161.5695707444,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,41804,41804,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2015,140118,140118,NA,NA,364,26.0597,10.3667,NA,NA,NA,2,72406.4702007366,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,148035,148035,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2016,94338,94338,NA,NA,413,1.1796,21.5,NA,NA,NA,2,85277.7598840533,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,96332,96332,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2017,77232,77232,NA,NA,378,-0.3863,23.4,NA,NA,NA,2,80546.220987345,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,75752,75752,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2018,29846,29846,NA,NA,346,-19.407,44.0333,NA,NA,NA,2,74296.0975320697,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Amber",NA,NA,NA,NA,NA,NA,21244,48317,29909,29909,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2019,153280,153280,NA,NA,339,1.9424,26.5667,NA,NA,NA,2,75982.5550096581,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,150406,150406,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2020,294094,294094,NA,NA,426,82.6958,7.4667,NA,NA,NA,2,100963.353684558,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,293082,293082,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2021,159641,159641,NA,NA,491,97.2063,6,NA,NA,NA,2,121059.96877441,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,153474,153474,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2022,83669,83669,NA,NA,619,86.663,7.5,NA,NA,NA,2,156646.309821152,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,82698,82698,"Low","Low","High",NA,NA,NA
"Case3","Chinook","CU3_Chinook","Rel_Idx",2023,618250,618250,NA,NA,822,360.7945,0.6667,NA,NA,NA,2,221993.279374534,NA,NA,NA,"Green","Node64"," AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend >= 233",1,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,21244,48317,598368,598368,"Low","Low","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2006,36,36,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2007,8,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2008,12,12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2009,7,7,NA,0.0124714785315049,NA,NA,NA,NA,NA,0.00124714785315049,2,12.4714785315049,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,NA,NA,NA,NA,"Red",NA,"Red",NA,NA,7,7,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2010,5,5,NA,0.00761350819167864,NA,NA,NA,NA,NA,0.000761350819167864,2,7.61350819167864,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,NA,NA,NA,NA,"Red",NA,"Red",NA,NA,5,5,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2011,18,18,NA,0.00932460511105626,NA,NA,NA,NA,NA,0.000932460511105626,2,9.32460511105626,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,NA,NA,NA,NA,"Red",NA,"Red",NA,NA,23,23,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2012,11,11,NA,0.00912395865581764,NA,NA,NA,NA,NA,0.000912395865581764,2,9.12395865581764,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,NA,NA,NA,NA,"Red",NA,"Red",NA,NA,12,12,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2013,39,39,NA,0.0140176415536193,NA,NA,NA,NA,NA,0.00140176415536193,2,14.0176415536193,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,NA,NA,NA,NA,"Red",NA,"Red",NA,NA,45,45,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2014,50,50,NA,0.0249272833521072,NA,NA,NA,NA,NA,0.00249272833521072,2,24.9272833521072,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,NA,NA,NA,NA,"Red",NA,"Red",NA,NA,58,58,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2015,60,60,NA,0.033681749124286,NA,NA,NA,NA,NA,0.0033681749124286,2,33.681749124286,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,NA,NA,NA,NA,"Red",NA,"Red",NA,NA,67,67,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2016,41,41,NA,0.0467996310862947,NA,NA,NA,NA,NA,0.00467996310862947,2,46.7996310862947,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,NA,NA,NA,NA,"Red",NA,"Red",NA,NA,43,43,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2017,57,57,NA,0.0514570626798105,NA,462.6853,0.6667,NA,NA,0.00514570626798105,3,51.4570626798105,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,"Green",NA,NA,NA,"Red",NA,"Red",NA,NA,60,60,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2018,10,10,NA,0.0344114117896874,NA,441.9536,0.5667,NA,NA,0.00344114117896874,3,34.4114117896874,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,"Green",NA,NA,NA,"Red",NA,"Red",NA,NA,11,11,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2019,16,16,NA,0.0247283235089792,NA,239.5274,3.1667,NA,NA,0.00247283235089792,3,24.7283235089792,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red",NA,"Green",NA,NA,NA,"Red",NA,"Red",NA,NA,16,16,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2020,78,78,NA,0.0290417217595422,137,369.1659,1.7333,NA,NA,0.00290417217595422,4,29.0417217595422,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red","Green","Green",NA,NA,NA,"Red",NA,"Red",NA,NA,90,90,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2021,81,81,NA,0.0317084418278692,137,345.7282,2.0667,NA,NA,0.00317084418278692,4,31.7084418278692,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red","Green","Green",NA,NA,NA,"Red",NA,"Red",NA,NA,83,83,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2022,26,26,NA,0.0402641224402628,173,78.2682,11.3333,NA,NA,0.00402641224402627,4,40.2641224402628,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red","Green","Green",NA,NA,NA,"Red",NA,"Red",NA,NA,26,26,"High","High","High",NA,NA,NA
"Case5","Chinook","CU5_Chinook","Abs_Abd",2023,13,13,NA,0.0382273401065942,170,-7.5003,39.5333,NA,NA,0.00382273401065942,4,38.2273401065942,NA,NA,NA,"Red","Node3","Have AbsLBM, then AbsLBM < 1.5",5,NA,"Red","Green","Green",NA,NA,NA,"Red",NA,"Red",NA,NA,22,22,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1995,971,642,0.580233397866247,2.73289930395002,61,-49.3992,92.0667,0.2093,0.161271055349346,0.273289930395002,6,2732.89930395003,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Red","Amber","Amber","Red",NA,"Red","Red","Amber","Red","Amber",4710,16946,971,642,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1996,38579,20737,0.868575862272581,4.09099231130386,80,-35.1546,67.1667,0.3864,0.241413449268492,0.409099231130386,6,4090.99231130386,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Red","Amber","Green","Red",NA,"Amber","Red","Amber","Red","Amber",4710,16946,38579,20737,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1997,4683,2239,0.863819370848554,4.06858923669669,97,-0.8681,22.4,0.5333,0.240091421969591,0.406858923669669,6,4068.58923669669,NA,NA,NA,"Red","Node23","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,"Red","Amber","Green","Green",NA,"Green","Red","Amber","Red","Amber",4710,16946,4683,2239,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1998,6494,3509,1.23347613820556,5.80967261094819,122,72.0387,2.1667,0.6304,0.342834451253876,0.580967261094819,6,5809.67261094819,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,6494,3509,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",1999,6685,3159,1.99802674760133,9.41070598120225,160,197.712,0.2667,0.7447,0.555334945190738,0.941070598120225,6,9410.70598120225,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,6685,3159,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2000,54878,25786,2.18204209788703,10.2774182810479,191,401.9568,0,0.7917,0.606480483951841,1.02774182810479,6,10277.4182810479,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",4710,16946,54878,25786,"High","High","Moderate",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2001,28906,15034,3.43937147672775,16.1994396553877,257,796.6703,0,0.9592,0.955944745390518,1.61994396553877,6,16199.4396553877,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",4710,16946,28906,15034,"High","High","Moderate",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2002,17442,7898,4.40301418624939,20.7381968172346,331,1251.2536,0,0.96,1.22378123552665,2.07381968172346,6,20738.1968172346,NA,NA,NA,"Green","Node36","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",4710,16946,17442,7898,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2003,8710,4876,4.7041295179583,22.1564500295836,395,1508.1054,0,0.9608,1.30747374186142,2.21564500295836,6,22156.4500295836,NA,NA,NA,"Green","Node36","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,"Green","Green","Green","Green","Green",4710,16946,8710,4876,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2004,5344,3115,2.6278242382259,12.377052162044,412,1028.1032,0,0.9615,0.730381928599315,1.2377052162044,6,12377.052162044,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",4710,16946,5344,3115,"High","High","Moderate",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2005,25805,16051,2.55431986188529,12.0308465494797,383,685.5045,0,0.9623,0.709951997490837,1.20308465494797,6,12030.8465494797,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",4710,16946,25805,16051,"High","High","Moderate",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2006,5457,3223,1.9103577223251,8.99778487215124,322,370.8913,0,0.9444,0.530968067517481,0.899778487215124,6,8997.78487215124,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,5457,3223,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2007,13156,7575,2.11783014508339,9.97497998334276,271,191.9903,0.1333,0.9091,0.588633304811918,0.997497998334276,6,9974.97998334276,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,13156,7575,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2008,6610,3286,2.23344302561677,10.519516650655,260,100.1899,0.7667,0.8929,0.620766945040423,1.0519516650655,6,10519.516650655,NA,NA,NA,"Amber","Node37","AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Green","Green",NA,"Green","Amber","Green","Amber","Green",4710,16946,6610,3286,"High","High","Moderate",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2009,10337,5651,1.77683680478327,8.36890135052922,235,13.0488,12.5333,0.8772,0.493857037090123,0.836890135052922,6,8368.90135052922,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Green",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,10337,5651,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2010,4504,2218,1.6935914342784,7.97681565545127,220,-28.7252,57.6667,0.8621,0.470719677531646,0.797681565545127,6,7976.81565545127,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,4504,2218,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2011,7580,4313,1.47551960296842,6.94969732998125,193,-50.6371,94.4667,0.7966,0.410108422635504,0.694969732998125,6,6949.69732998125,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,7580,4313,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2012,3044,1619,1.21550228844467,5.72501577857438,163,-66.4591,100,0.7167,0.337838768946912,0.572501577857438,6,5725.01577857438,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,3044,1619,"High","High","High",NA,NA,NA
"Case2","Sockeye","CU2_Sockeye","Abs_Abd",2013,15206,8446,1.33863106205349,6.30495230227194,150,-68.5753,100,0.6557,0.372061389252445,0.630495230227194,6,6304.95230227194,NA,NA,NA,"Amber","Node22","Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM >= 1",3,"Amber","Amber","Green","Red",NA,"Green","Amber","Amber","Amber","Amber",4710,16946,15206,8446,"High","High","High",NA,NA,NA
