CU_ID,CU_Name,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,Recruits_Wild,Recruits_Total,Abd_StartYr,UseYear,Group,New_Group
Case4,Sockeye_CU_D,Sockeye,2018,10960.93593,10960.93593,10960.93593,10960.93593,NA,NA,1950,TRUE,SK-L Skeena LT,Sk_Northern
Case4,Sockeye_CU_D,Sockeye,2019,16261.2501,16261.2501,16261.2501,16261.2501,NA,NA,1950,TRUE,SK-L Skeena LT,Sk_Northern
Case4,Sockeye_CU_D,Sockeye,2020,1236.67892,1236.67892,1236.67892,1236.67892,NA,NA,1950,TRUE,SK-L Skeena LT,Sk_Northern
Case4,Sockeye_CU_D,Sockeye,2021,10801.89218,10801.89218,10801.89218,10801.89218,NA,NA,1950,TRUE,SK-L Skeena LT,Sk_Northern
Case4,Sockeye_CU_D,Sockeye,2022,18966.31747,18966.31747,18966.31747,18966.31747,NA,NA,1950,TRUE,SK-L Skeena LT,Sk_Northern
Case5,Chinook_CU_A,Chinook,1975,356,356,356,356,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1976,473,473,473,473,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1977,891,891,891,891,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1978,461,461,461,461,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1979,511,511,511,511,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1980,380,380,380,380,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1981,170,170,170,170,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1982,921,921,921,921,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1983,930,930,930,930,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1984,621,621,621,621,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1985,301,301,301,301,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1986,346,346,346,346,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1987,163,163,163,163,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1988,776,776,776,776,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1989,397,397,397,397,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1990,519,519,519,519,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1991,296,296,296,296,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1992,813,813,813,813,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1993,290,290,290,290,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1994,407,407,407,407,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1995,205,205,205,205,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1996,373,373,373,373,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1997,664,664,664,664,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1998,668,668,668,668,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,1999,188,188,188,188,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2000,478,478,478,478,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2001,732,732,732,732,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2002,540,540,540,540,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2003,509,509,509,509,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2004,202,202,202,202,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2005,1491,1491,1491,1491,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2006,1259,1259,1259,1259,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2007,1968,1968,1968,1968,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2008,234,234,234,234,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2009,631,631,631,631,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2010,1520,1520,1520,1520,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2011,941,941,941,941,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2012,624,624,624,624,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2013,224,224,224,224,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2014,383,383,383,383,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2015,508,508,508,508,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2016,238,238,238,238,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2017,320,320,320,320,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2018,144,144,144,144,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2019,178,178,178,178,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2020,191,191,191,191,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2021,134,134,134,134,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case5,Chinook_CU_A,Chinook,2022,275,275,275,275,NA,NA,1975,TRUE,CK-Fraser_Lower,Ck_Southern
Case6,Chinook_CU_B,Chinook,1997,9800.90393230699,9800.90393230699,9800.90393230699,9800.90393230699,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,1998,8153.0480887528,8153.0480887528,8153.0480887528,8153.0480887528,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,1999,5425.39090914127,5425.39090914127,5425.39090914127,5425.39090914127,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2000,5936,5936,5936,5936,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2001,4476,4476,4476,4476,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2002,6830,6830,6830,6830,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2003,7605,7605,7605,7605,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2004,6180,6180,6180,6180,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2005,4182,4182,4182,4182,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2006,4397,4397,4397,4397,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2007,2112,2112,2112,2112,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2008,3909,3909,3909,3909,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2009,6442,6442,6442,6442,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2010,1402,1402,1402,1402,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2011,1412,1412,1412,1412,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2012,2414,2414,2414,2414,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2013,2479,2479,2479,2479,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2014,3220,3220,3220,3220,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2015,5587,5587,5587,5587,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2016,804,804,804,804,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2017,1453,1453,1453,1453,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2018,674,674,674,674,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2019,1015,1015,1015,1015,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2020,4002,4002,4002,4002,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2021,3961,3961,3961,3961,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
Case6,Chinook_CU_B,Chinook,2022,6076,6076,6076,6076,NA,NA,1997,TRUE,CK-Fraser_Thompson,Ck_Southern
